Codes:,Depreciable assets (Net),Accumulated depreciation (Net),Inventories (Net),Land (Net),Depreciable assets (Income),Accumulated depreciation (Income),Inventories (Income),Land (Income)
3364,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
33641,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
336411,804664167.67,348668497.104,202723364.646,18287550.1803,684874251.465,302358548.268,181472896.207,13286073.0925
336412,804664167.67,348668497.104,202723364.646,18287550.1803,684874251.465,302358548.268,181472896.207,13286073.0925
336413,804664167.67,348668497.104,202723364.646,18287550.1803,684874251.465,302358548.268,181472896.207,13286073.0925
336414,804664167.67,348668497.104,202723364.646,18287550.1803,684874251.465,302358548.268,181472896.207,13286073.0925
336415,804664167.67,348668497.104,202723364.646,18287550.1803,684874251.465,302358548.268,181472896.207,13286073.0925
336419,804664167.67,348668497.104,202723364.646,18287550.1803,684874251.465,302358548.268,181472896.207,13286073.0925
3365,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
33651,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
336510,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
3366,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
33661,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
336611,2413992503.01,1046005491.31,608170093.938,54862650.5408,2054622754.39,907075644.803,544418688.621,39858219.2774
336612,2413992503.01,1046005491.31,608170093.938,54862650.5408,2054622754.39,907075644.803,544418688.621,39858219.2774
3369,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
33699,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
336991,1609328335.34,697336994.207,405446729.292,36575100.3605,1369748502.93,604717096.535,362945792.414,26572146.1849
336992,1609328335.34,697336994.207,405446729.292,36575100.3605,1369748502.93,604717096.535,362945792.414,26572146.1849
336999,1609328335.34,697336994.207,405446729.292,36575100.3605,1369748502.93,604717096.535,362945792.414,26572146.1849
337,973739530.046,511123132.242,342846747.279,36641429.5162,439371179.508,279752580.777,157214179.297,10312990.5754
3371,324579843.349,170374377.414,114282249.093,12213809.8387,146457059.836,93250860.259,52404726.4323,3437663.52513
33711,162289921.674,85187188.707,57141124.5465,6106904.91936,73228529.918,46625430.1295,26202363.2161,1718831.76257
337110,162289921.674,85187188.707,57141124.5465,6106904.91936,73228529.918,46625430.1295,26202363.2161,1718831.76257
33712,162289921.674,85187188.707,57141124.5465,6106904.91936,73228529.918,46625430.1295,26202363.2161,1718831.76257
337121,32457984.3349,17037437.7414,11428224.9093,1221380.98387,14645705.9836,9325086.0259,5240472.64323,343766.352513
337122,32457984.3349,17037437.7414,11428224.9093,1221380.98387,14645705.9836,9325086.0259,5240472.64323,343766.352513
337124,32457984.3349,17037437.7414,11428224.9093,1221380.98387,14645705.9836,9325086.0259,5240472.64323,343766.352513
337125,32457984.3349,17037437.7414,11428224.9093,1221380.98387,14645705.9836,9325086.0259,5240472.64323,343766.352513
337127,32457984.3349,17037437.7414,11428224.9093,1221380.98387,14645705.9836,9325086.0259,5240472.64323,343766.352513
3372,324579843.349,170374377.414,114282249.093,12213809.8387,146457059.836,93250860.259,52404726.4323,3437663.52513
33721,324579843.349,170374377.414,114282249.093,12213809.8387,146457059.836,93250860.259,52404726.4323,3437663.52513
337211,81144960.8371,42593594.3535,28570562.2733,3053452.45968,36614264.959,23312715.0648,13101181.6081,859415.881284
337212,81144960.8371,42593594.3535,28570562.2733,3053452.45968,36614264.959,23312715.0648,13101181.6081,859415.881284
337214,81144960.8371,42593594.3535,28570562.2733,3053452.45968,36614264.959,23312715.0648,13101181.6081,859415.881284
337215,81144960.8371,42593594.3535,28570562.2733,3053452.45968,36614264.959,23312715.0648,13101181.6081,859415.881284
3379,324579843.349,170374377.414,114282249.093,12213809.8387,146457059.836,93250860.259,52404726.4323,3437663.52513
33791,162289921.674,85187188.707,57141124.5465,6106904.91936,73228529.918,46625430.1295,26202363.2161,1718831.76257
337910,162289921.674,85187188.707,57141124.5465,6106904.91936,73228529.918,46625430.1295,26202363.2161,1718831.76257
33792,162289921.674,85187188.707,57141124.5465,6106904.91936,73228529.918,46625430.1295,26202363.2161,1718831.76257
337920,162289921.674,85187188.707,57141124.5465,6106904.91936,73228529.918,46625430.1295,26202363.2161,1718831.76257
339,7417631769.56,4094394425.3,2878567751.66,128991021.342,5492183628.58,3279475957.25,2216005114.79,80135385.9476
3391,3708815884.78,2047197212.65,1439283875.83,64495510.6708,2746091814.29,1639737978.63,1108002557.39,40067692.9738
33911,3708815884.78,2047197212.65,1439283875.83,64495510.6708,2746091814.29,1639737978.63,1108002557.39,40067692.9738
339112,741763176.956,409439442.53,287856775.166,12899102.1342,549218362.858,327947595.725,221600511.479,8013538.59476
339113,741763176.956,409439442.53,287856775.166,12899102.1342,549218362.858,327947595.725,221600511.479,8013538.59476
339114,741763176.956,409439442.53,287856775.166,12899102.1342,549218362.858,327947595.725,221600511.479,8013538.59476
339115,741763176.956,409439442.53,287856775.166,12899102.1342,549218362.858,327947595.725,221600511.479,8013538.59476
339116,741763176.956,409439442.53,287856775.166,12899102.1342,549218362.858,327947595.725,221600511.479,8013538.59476
3399,3708815884.78,2047197212.65,1439283875.83,64495510.6708,2746091814.29,1639737978.63,1108002557.39,40067692.9738
33991,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
339910,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
33992,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
339920,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
33993,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
339930,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
33994,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
339940,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
33995,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
339950,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
33999,618135980.797,341199535.442,239880645.972,10749251.7785,457681969.048,273289663.104,184667092.899,6677948.82896
339991,103022663.466,56866589.2403,39980107.6619,1791541.96308,76280328.1747,45548277.1841,30777848.8165,1112991.47149
339992,103022663.466,56866589.2403,39980107.6619,1791541.96308,76280328.1747,45548277.1841,30777848.8165,1112991.47149
339993,103022663.466,56866589.2403,39980107.6619,1791541.96308,76280328.1747,45548277.1841,30777848.8165,1112991.47149
339994,103022663.466,56866589.2403,39980107.6619,1791541.96308,76280328.1747,45548277.1841,30777848.8165,1112991.47149
339995,103022663.466,56866589.2403,39980107.6619,1791541.96308,76280328.1747,45548277.1841,30777848.8165,1112991.47149
339999,103022663.466,56866589.2403,39980107.6619,1791541.96308,76280328.1747,45548277.1841,30777848.8165,1112991.47149
42,65937230420.5,25235950694.5,50954855373.3,3433167005.7,47578369163.7,19705948379.7,42123369539.1,2238609616.76
423,19623078549.0,9899835928.56,23592695299.9,1123179108.64,13253550632.3,7246021849.2,19029716757.6,538045739.725
4231,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42311,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423110,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42312,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423120,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42313,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423130,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42314,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423140,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
4232,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42321,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
423210,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
42322,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
423220,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
4233,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42331,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423310,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42332,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423320,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42333,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423330,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42339,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423390,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
4234,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42341,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
423410,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
42342,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
423420,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
42343,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
423430,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
42344,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
423440,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
42345,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
423450,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
42346,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
423460,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
42349,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
423490,311477437.286,157140252.834,374487226.982,17828239.8197,210373819.56,115016219.829,302058996.152,8540408.56706
4235,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42351,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
423510,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
42352,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
423520,1090171030.5,549990884.92,1310705294.44,62398839.3689,736308368.46,402556769.4,1057206486.53,29891429.9847
4236,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42361,726780687.002,366660589.947,873803529.624,41599226.2459,490872245.64,268371179.6,704804324.355,19927619.9898
423610,726780687.002,366660589.947,873803529.624,41599226.2459,490872245.64,268371179.6,704804324.355,19927619.9898
42362,726780687.002,366660589.947,873803529.624,41599226.2459,490872245.64,268371179.6,704804324.355,19927619.9898
423620,726780687.002,366660589.947,873803529.624,41599226.2459,490872245.64,268371179.6,704804324.355,19927619.9898
42369,726780687.002,366660589.947,873803529.624,41599226.2459,490872245.64,268371179.6,704804324.355,19927619.9898
423690,726780687.002,366660589.947,873803529.624,41599226.2459,490872245.64,268371179.6,704804324.355,19927619.9898
4237,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42371,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423710,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42372,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423720,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42373,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423730,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
42374,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
423740,545085515.251,274995442.46,655352647.218,31199419.6845,368154184.23,201278384.7,528603243.266,14945714.9923
4238,2180342061.01,1099981769.84,2621410588.87,124797678.738,1472616736.92,805113538.8,2114412973.07,59782859.9694
42381,363390343.501,183330294.973,436901764.812,20799613.123,245436122.82,134185589.8,352402162.178,9963809.9949
423810,363390343.501,183330294.973,436901764.812,20799613.123,245436122.82,134185589.8,352402162.178,9963809.9949
42382,363390343.501,183330294.973,436901764.812,20799613.123,245436122.82,134185589.8,352402162.178,9963809.9949
423820,363390343.501,183330294.973,436901764.812,20799613.123,245436122.82,134185589.8,352402162.178,9963809.9949
